,unique_call_stacks,total_runtimes,severity,TotalRuntimeSum(AllFunc)
970,e37c2c,294,0.1,
971,e84b4d,208,0.1,
972,27f2b3,37,0.1,
973,54f824,23,0.1,
974,4f55dd,88,0.1,
975,d92bc4,5,0.1,
976,ac4b83,24165,0.1,
977,be5c4d,3,0.1,
978,81f803,3,0.1,
979,a35f2e,3,0.1,
980,de7319,3,0.1,
981,f00da6,25,0.1,
982,bafed6,10,0.1,
983,18fae4,3184,0.1,
984,9d16ad,4,0.1,
985,b1edb1,37014,0.1,
986,2fa543,16734,0.1,
987,651f11,35029,0.1,
988,966098,4,0.1,
989,daab64,3,0.1,
990,b54ed7,4,0.1,
991,46786b,3,0.1,
992,9f4ae9,17231,0.1,
993,b5049a,5456,0.1,
994,92c477,594,0.1,
995,4272b1,398,0.1,
996,656ad9,612,0.1,
997,594f2b,390,0.1,
998,51d849,198,0.1,
999,cf26f3,328,0.1,
1000,7ad766,217,0.1,
1001,12af24,328,0.1,
1002,1c384d,14,0.1,
1003,7b8b34,180,0.1,
1004,f67abb,14,0.1,
1005,31bff6,2502,0.1,
1006,0618ad,4,0.1,
1007,96ebf2,4,0.1,
1008,f5067f,13,0.1,
1009,0d2df6,3,0.1,
1010,eafcbd,7158,0.1,
1011,06271b,15,0.1,
1012,a7d130,3,0.1,
1013,34b59a,8,0.1,
1014,66885a,14,0.1,
1015,d62e86,4,0.1,
1016,a81874,115,0.1,
1017,494d1f,10,0.1,
1018,0189bc,10,0.1,
1019,4927ee,11,0.1,
1020,d8e220,9,0.1,
1021,e88f31,11,0.1,
1022,529b11,11,0.1,
1023,4e7f36,12,0.1,
1024,c8f90b,65,0.1,
1025,320b38,4302,0.1,
1026,f88841,21,0.1,
1027,4fa0f8,9587,0.1,
1028,191ba4,37,0.1,
1029,215862,15,0.1,
1030,a4bab5,138,0.1,
1031,5819e4,8658,0.1,
1032,b9d4c7,220,0.1,
1033,b1722a,167318,0.3,
1034,a8915d,82,0.1,
1035,782765,10,0.1,
1036,130d81,11,0.1,
1037,1feee3,9,0.1,
1038,39d3ef,49,0.1,
1039,f8d4be,4,0.1,
1040,11b453,1322,0.1,
1041,5af1d6,469,0.1,
1042,7e2275,23,0.1,
1043,7b1509,7117,0.1,
1044,6bffff,11,0.1,
1045,2ce2b8,6896,0.1,
1046,9b1639,6070,0.1,
1047,524373,20,0.1,
1048,59904c,25,0.1,
1049,23e0aa,6918,0.1,
1050,c975c1,195,0.1,
1051,36ecef,364,0.1,
1052,41fd03,8188,0.1,
1053,ad48d4,7341,0.1,
1054,8cb7cd,1998,0.1,
1055,71b566,42,0.1,
1056,6aa50b,17469,0.1,
1057,759a89,5695,0.1,
1058,3b858b,8031,0.1,
1059,6a1b37,70,0.1,
1060,098ef5,56,0.1,
1061,b0299f,6702,0.1,
1062,124720,1295,0.1,
1063,d97000,16,0.1,
1064,d5a96e,10,0.1,
1065,605a8b,80,0.1,
1066,c91c21,132,0.1,
1067,d9e865,1428,0.1,
1068,12b909,22,0.1,
1069,d1b86b,21,0.1,
1070,e06434,15,0.1,
1071,c66041,15,0.1,
1072,42f5ae,35,0.1,
1073,47189f,1425,0.1,
1074,66b259,1428,0.1,
1075,26346c,63,0.1,
1076,7ed1c7,66,0.1,
1077,8b942b,1447,0.1,
1078,eb6fed,72,0.1,
1079,91422e,15,0.1,
1080,c3f545,15,0.1,
1081,f70242,15,0.1,
1082,965a5f,1456,0.1,
1083,fb2e59,81,0.1,
1084,5f7583,13,0.1,
1085,213964,22,0.1,
1086,211349,40,0.1,
1087,c5db64,19,0.1,
1088,43f34a,18,0.1,
1089,056566,18,0.1,
1090,e10c4b,18,0.1,
1091,d17f72,21,0.1,
1092,714ac1,21,0.1,
1093,5f6200,22,0.1,
1094,de466a,1473,0.1,
1095,7d7512,14,0.1,
1096,f7aceb,97,0.1,
1097,bee106,7,0.1,
1098,af2a1c,4,0.1,
1099,4a36cb,10,0.1,
1100,37dc00,4038,0.1,
1101,8e9cda,17,0.1,
1102,c99660,16,0.1,
1103,0c34fa,19,0.1,
1104,d40f92,22,0.1,
1105,aac1c4,15,0.1,
1106,aedbea,9,0.1,
1107,2b25be,22,0.1,
1108,302178,9,0.1,
1109,cb5863,22,0.1,
1110,af18e0,15,0.1,
1111,a1b310,10,0.1,
1112,f080cf,16,0.1,
1113,9a3795,242,0.1,
1114,b93254,340,0.1,
1115,1a9cc2,335,0.1,
1116,f9a8ad,279,0.1,
1117,80a027,91,0.1,
1118,f98308,12,0.1,
1119,236536,133,0.1,
1120,31a3a9,94,0.1,
1121,dd8afa,94,0.1,
1122,db3f68,100,0.1,
1123,8abc1e,3140,0.1,
1124,c909ee,4,0.1,
1125,ad61ef,3,0.1,
1126,0da2a6,4159,0.1,
1127,671234,19,0.1,
1128,d47103,6210,0.1,
1129,be6851,75,0.1,
1130,ee5939,4,0.1,
1131,4ee34e,4,0.1,
1132,e82aed,18523,0.1,
1133,c5b245,8,0.1,
1134,7baf85,10,0.1,
1135,d62709,6295,0.1,
1136,303eca,15,0.1,
1137,7a47de,11,0.1,
1138,6e9715,7610,0.1,
1139,58cfb2,7097,0.1,
1140,a2d02c,24,0.1,
1141,36da48,26,0.1,
1142,86403f,8645,0.1,
1143,19cf90,7241,0.1,
1144,21bb30,14,0.1,
1145,e27c29,25,0.1,
1146,1e40c8,4,0.1,
1147,84b383,7900,0.1,
1148,1670c0,6895,0.1,
1149,f0d2fc,4379,0.1,
1150,78c2f8,24,0.1,
1151,c7ba4f,380,0.1,
1152,e26fe0,2277,0.1,
1153,933c44,18,0.1,
1154,01d5d6,32,0.1,
1155,21f42c,8,0.1,
1156,ab83f1,2042,0.1,
1157,9de6cf,12,0.1,
1158,d8bc7c,8,0.1,
1159,f0e391,233,0.1,
1160,445065,317355,0.3,
1161,b2b06c,112,0.1,
1162,aa904f,299,0.1,
1163,57669c,285,0.1,
1164,3f0a38,20,0.1,
1165,796a18,2,0.1,
1166,884741,2,0.1,
1167,dd7e17,140,0.1,
1168,57b346,162,0.1,
1169,3fca6e,46,0.1,
1170,925872,49,0.1,
1171,1f461f,53,0.1,
1172,3a2686,59,0.1,
1173,acf9c5,100,0.1,
1174,2d31c9,115,0.1,
1175,ab08ac,11,0.1,
1176,13ef8c,11,0.1,
1177,b12280,31,0.1,
1178,cf8c10,19,0.1,
1179,e09cf9,1126,0.1,
1180,ee02cf,839,0.1,
1181,8caf56,829,0.1,
1182,eca4e1,1579,0.1,
1183,be0e23,42,0.1,
1184,b17823,22,0.1,
1185,3b64d7,8558,0.1,
1186,f60b34,987,0.1,
1187,3f7762,143,0.1,
1188,67f970,6,0.1,
1189,82ab5a,6592,0.1,
1190,811e5b,6896,0.1,
1191,b5748e,32,0.1,
1192,66fe48,34,0.1,
1193,5c599b,67,0.1,
1194,18377e,6793,0.1,
1195,70723b,8062,0.1,
1196,c18ec9,17,0.1,
1197,6cfee2,5653,0.1,
1198,df8745,23,0.1,
1199,4525f8,36,0.1,
1200,ce8dd3,69,0.1,
1201,768e1a,22,0.1,
1202,94baa5,13,0.1,
1203,e1de57,346,0.1,
1204,5d3194,207,0.1,
1205,7ceb9a,3571,0.1,
1206,e9c414,3285,0.1,
1207,d62dba,86,0.1,
1208,97f351,91,0.1,
1209,445065,317355,0.3,
1210,03df18,377,0.1,
1211,c41fd6,15,0.1,
1212,f0f7f9,9,0.1,
1213,e9913a,14,0.1,
1214,377641,16,0.1,
1215,804f1b,15,0.1,
1216,0ae0d2,29,0.1,
1217,def12a,26,0.1,
1218,a911c5,11,0.1,
1219,05b9d5,195,0.1,
1220,536319,9,0.1,
1221,115e2e,7277,0.1,
1222,3fb10d,285,0.1,
1223,c6812f,99,0.1,
1224,666119,98,0.1,
1225,e8a183,164,0.1,
1226,a39b15,275,0.1,
1227,9a3dd7,365,0.1,
1228,1f7f7a,378,0.1,
1229,39e865,367,0.1,
1230,685f87,360,0.1,
1231,f3d6cb,134,0.1,
1232,6cdf77,372,0.1,
1233,55b030,386,0.1,
1234,5d9169,371,0.1,
1235,3075d2,276,0.1,
1236,d278e8,366,0.1,
1237,b737ba,266,0.1,
1238,b8cd76,7845,0.1,
1239,144949,5439,0.1,
1240,c0667b,9,0.1,
1241,7d4a5b,14,0.1,
1242,d7a7a7,17,0.1,
1243,0224ea,5,0.1,
1244,445065,317355,0.3,
1245,5fa2ab,11,0.1,
1246,d278ed,137,0.1,
1247,f1f2ea,21,0.1,
1248,7dbec2,42,0.1,
1249,066ea9,6283,0.1,
1250,6a8bc5,8682,0.1,
1251,c783a0,6299,0.1,
1252,88b5c8,31,0.1,
1253,fa1ba0,17749,0.1,
1254,30f369,5600,0.1,
1255,40e627,7914,0.1,
1256,0eda78,15,0.1,
1257,2ba23b,30,0.1,
1258,cdd6fe,8718,0.1,
1259,7e7bb5,8647,0.1,
1260,1df451,34,0.1,
1261,fc0feb,67,0.1,
1262,49bf4e,6412,0.1,
1263,6ec9da,13,0.1,
1264,bfd818,26,0.1,
1265,bc56e9,9726,0.1,
1266,136a95,60,0.1,
1267,886b97,12,0.1,
1268,4916fb,19,0.1,
1269,019f72,22,0.1,
1270,0115b4,1424,0.1,
1271,9615af,21,0.1,
1272,4618f5,104,0.1,
1273,f26d0e,311,0.1,
1274,5d5792,281,0.1,
1275,be3bbd,31,0.1,
1276,878a80,3105,0.1,
1277,7f922f,17,0.1,
1278,01d796,24,0.1,
1279,f29c8f,35485,0.1,
1280,947399,34236,0.1,
1281,04b146,35324,0.1,
1282,ad7a68,938,0.1,
1283,06f514,8,0.1,
1284,682cec,5461,0.1,
1285,c72e78,5,0.1,
1286,ece502,14,0.1,
1287,65c4ae,6010,0.1,
1288,97b2be,9,0.1,
1289,0acd2c,4,0.1,
1290,2b21be,11,0.1,
1291,c96882,19,0.1,
1292,739da2,6748,0.1,
1293,bdbed5,4,0.1,
1294,327f89,17,0.1,
1295,56dbb3,6595,0.1,
1296,5ad304,15,0.1,
1297,2f1b2e,4,0.1,
1298,9c5cdf,4,0.1,
1299,8df9a9,3,0.1,
1300,41d2a9,18584,0.1,
1301,dcbb55,10145,0.1,
1302,f3625f,39,0.1,
1303,b8e698,18,0.1,
1304,663991,110,0.1,
1305,34460c,8765,0.1,
1306,d75699,208,0.1,
1307,cd6979,93806,0.2,
1308,788a2f,76,0.1,
1309,3da4cd,245,0.1,
1310,b5c6f7,1047,0.1,
1311,d9564b,260,0.1,
1312,40a4db,19066,0.1,
1313,6f180a,21,0.1,
1314,49345e,4,0.1,
1315,217011,7540,0.1,
1316,7dbce7,473,0.1,
1317,65278b,5476,0.1,
1318,eebd58,29829,0.1,
1319,c2ea3c,6583,0.1,
1320,49243d,19,0.1,
1321,1fee8b,60,0.1,
1322,30ea97,14,0.1,
1323,e0a608,43,0.1,
1324,02131d,15,0.1,
1325,075c49,92,0.1,
1326,a38d0b,8,0.1,
1327,cbceb8,9,0.1,
1328,f624a9,8,0.1,
1329,14b2a4,10,0.1,
1330,6ddedf,6,0.1,
1331,14e8be,14,0.1,
1332,abe037,9,0.1,
1333,d74cad,56,0.1,
1334,fb6e63,6193,0.1,
1335,20245c,19,0.1,
1336,0a9f33,8,0.1,
1337,134a5a,7035,0.1,
1338,b8a0a6,68,0.1,
1339,ac7f54,1377,0.1,
1340,1ee20f,14,0.1,
1341,1536af,22,0.1,
1342,af277d,25,0.1,
1343,d864e9,60,0.1,
1344,d76055,1298,0.1,
1345,48b27b,1423,0.1,
1346,b41fc5,64,0.1,
1347,acb697,58,0.1,
1348,db06c0,1255,0.1,
1349,d4248e,1373,0.1,
1350,587e73,23,0.1,
1351,1dd791,20,0.1,
1352,7f3a0a,1263,0.1,
1353,3c9d0a,1362,0.1,
1354,beeb07,11,0.1,
1355,f47e00,11,0.1,
1356,926ded,16,0.1,
1357,676db9,11,0.1,
1358,79bae7,11,0.1,
1359,871e43,11,0.1,
1360,2794ff,11,0.1,
1361,cb8d53,11,0.1,
1362,da6ecb,27,0.1,
1363,da345a,73,0.1,
1364,b0732e,62,0.1,
1365,f424a8,100,0.1,
1366,be8c0e,16,0.1,
1367,325c70,15,0.1,
1368,f7c8e0,15,0.1,
1369,1b3a3e,13,0.1,
1370,6759ba,6,0.1,
1371,5e8b03,18,0.1,
1372,894926,18,0.1,
1373,94673b,59,0.1,
1374,2c2465,87,0.1,
1375,d2bd9d,212,0.1,
1376,d9eb0b,331,0.1,
1377,3c8127,305,0.1,
1378,74368e,141,0.1,
1379,290268,3,0.1,
1380,a90649,2389,0.1,
1381,7af9fc,174,0.1,
1382,3d34d4,2176,0.1,
1383,4fd4ba,1366,0.1,
1384,7cec67,16521,0.1,
1385,328396,60,0.1,
1386,576de9,81,0.1,
1387,726bdd,149,0.1,
1388,ee0328,5467,0.1,
1389,296e65,21,0.1,
1390,85a920,29,0.1,
1391,9bff47,34,0.1,
1392,9a118b,55,0.1,
1393,e8b374,21,0.1,
1394,4ff7f1,4,0.1,
1395,579e73,3,0.1,
1396,d22dce,18,0.1,
1397,f7c08b,13,0.1,
1398,dd0024,14,0.1,
1399,0dc5e2,1396,0.1,
1400,3f86a3,1371,0.1,
1401,04e9aa,671,0.1,
1402,18d55b,14,0.1,
1403,ba948d,223,0.1,
1404,eff16d,792,0.1,
1405,901766,9,0.1,
1406,480ccd,17,0.1,
1407,959290,742,0.1,
1408,8e87f6,1420,0.1,
1409,fb1ff5,1395,0.1,
1410,cc6e22,1424,0.1,
1411,abea19,86,0.1,
1412,37e785,29,0.1,
1413,030ccf,336,0.1,
1414,b8f74b,15,0.1,
1415,c63121,1423,0.1,
1416,362185,1430,0.1,
1417,254c9a,49,0.1,
1418,065a8f,1368,0.1,
1419,8629a1,1421,0.1,
1420,fe1bf4,1363,0.1,
1421,4ffbde,1462,0.1,
1422,54780e,23,0.1,
1423,9716d1,14,0.1,
1424,8a0ada,39,0.1,
1425,0378b3,14,0.1,
1426,d00000,22,0.1,
1427,c3dd88,41,0.1,
1428,292e4a,20,0.1,
1429,5db618,73,0.1,
1430,8362a4,73,0.1,
1431,b95ebd,2392,0.1,
1432,84e309,15,0.1,
1433,fe3c08,9,0.1,
1434,1d3706,87,0.1,
1435,de89fc,440,0.1,
1436,72b674,51,0.1,
1437,b48ac5,21,0.1,
1438,ead725,19,0.1,
1439,0f6ea7,20,0.1,
1440,cbf844,22,0.1,
1441,59592c,73,0.1,
1442,633a85,2272,0.1,
1443,aa7110,239,0.1,
1444,65e589,10,0.1,
1445,377cfa,2176,0.1,
1446,c8aa36,12,0.1,
1447,c1d984,14,0.1,
1448,677bec,204,0.1,
1449,d098d2,9,0.1,
1450,5e099a,20,0.1,
1451,359e49,150,0.1,
1452,5a2ce3,346,0.1,
1453,c67eff,46,0.1,
1454,71ea92,17,0.1,
1455,e9d8c1,23,0.1,
1456,aa211a,8277,0.1,
1457,dfe427,33,0.1,
1458,d7d463,2351,0.1,
1459,2b57b1,24,0.1,
1460,3b768e,17,0.1,
1461,85c4c1,157,0.1,
1462,1fe1ca,1,0.1,
1463,697e37,13,0.1,
1464,10a0d6,107,0.1,
1465,db2c56,246,0.1,
1466,5c9050,159,0.1,
1467,f9317e,7886,0.1,
1468,c6f21f,212,0.1,
1469,f168bc,41,0.1,
1470,843bcb,291,0.1,
1471,64ee38,35,0.1,
1472,b36911,32,0.1,
1473,8e5f0f,13,0.1,
1474,0aea8d,4,0.1,
1475,5f9c8a,23,0.1,
1476,9427ac,19,0.1,
1477,e97201,33,0.1,
1478,e4bf7e,3,0.1,
1479,577128,93,0.1,
1480,6b9370,3,0.1,
1481,89c86a,35,0.1,
1482,dc3f14,121,0.1,
1483,7ace2a,18,0.1,
1484,6847fe,20,0.1,
1485,c16af3,24,0.1,
1486,d3a0fe,1013,0.1,
1487,8565fd,18,0.1,
1488,60aa63,24,0.1,
1489,702ddf,8423,0.1,
1490,7eb707,5,0.1,
1491,a114f2,395,0.1,
1492,b50e61,17,0.1,
1493,ec6fb2,5,0.1,
1494,c02ca8,376,0.1,
1495,3f8f41,6382,0.1,
1496,d30e2a,8615,0.1,
1497,743881,7390,0.1,
1498,103106,22,0.1,
1499,1d92d7,5,0.1,
1500,b1b9e1,371,0.1,
1501,747176,9,0.1,
1502,8ea113,13840,0.1,
1503,cc6c47,5,0.1,
1504,3d4eae,6255,0.1,
1505,4f63c3,16,0.1,
1506,a6777a,15,0.1,
1507,a8a169,15,0.1,
1508,6846ae,7977,0.1,
1509,6bad0a,18,0.1,
1510,e045c7,5,0.1,
1511,8e28b1,153,0.1,
1512,d3ab66,13,0.1,
1513,c4f08d,380,0.1,
1514,0a8527,404,0.1,
1515,16c97f,29948,0.1,
1516,87c320,5261,0.1,
1517,75be43,338,0.1,
1518,e6b86b,5852,0.1,
1519,c75c4a,7416,0.1,
1520,6b55f4,19,0.1,
1521,f6d19c,6999,0.1,
1522,78e6cb,7707,0.1,
1523,c70937,15,0.1,
1524,814f97,11,0.1,
1525,5932ad,11,0.1,
1526,de6c22,1344,0.1,
1527,dc6244,7,0.1,
1528,624694,6874,0.1,
1529,33e162,144,0.1,
1530,f5576e,5645,0.1,
1531,a41389,32,0.1,
1532,01ee3d,8587,0.1,
1533,c39b75,6778,0.1,
1534,c025d4,12,0.1,
1535,36e1c3,7303,0.1,
1536,a4c3a3,3,0.1,
1537,c4c89a,267,0.1,
1538,24c7cc,805,0.1,
1539,ba4738,261,0.1,
1540,a28e96,15,0.1,
1541,3a1784,23,0.1,
1542,fd2682,25,0.1,
1543,c81a9e,50,0.1,
1544,6c7cca,711,0.1,
1545,d30396,106,0.1,
1546,18c59e,404,0.1,
1547,86fb85,10724,0.1,
1548,518f41,14,0.1,
1549,ad5d99,3,0.1,
1550,9ddb4c,15,0.1,
1551,cad0e8,20054,0.1,
1552,c117d8,63,0.1,
1553,ee5ac2,6,0.1,
1554,282cc7,10,0.1,
1555,3015d8,36,0.1,
1556,9baf54,27,0.1,
1557,c1ce05,43,0.1,
1558,1c74c4,6458,0.1,
1559,277835,3,0.1,
1560,224c46,6384,0.1,
1561,4c3d65,5,0.1,
1562,fa09c3,20,0.1,
1563,d6a685,12,0.1,
1564,cc35d3,7276,0.1,
1565,b1a189,20,0.1,
1566,32ce89,52,0.1,
1567,ebd426,236,0.1,
1568,6798de,9001,0.1,
1569,4473b6,108,0.1,
1570,4640ed,7332,0.1,
1571,0ca7bc,9,0.1,
1572,7c253e,11,0.1,
1573,4ce6b0,10,0.1,
1574,a80620,11,0.1,
1575,f49dde,6,0.1,
1576,40278f,12,0.1,
1577,75bc86,7545,0.1,
1578,af5ac5,7,0.1,
1579,449ca7,6593,0.1,
1580,41c18a,8,0.1,
1581,160f60,6414,0.1,
1582,840409,16,0.1,
1583,3ec781,16,0.1,
1584,e9c0da,15,0.1,
1585,f663bd,5,0.1,
1586,a86f4e,8237,0.1,
1587,cb2e6d,4,0.1,
1588,1d02bd,2171,0.1,
1589,783220,3963,0.1,
1590,7306d9,30,0.1,
1591,f996b6,7828,0.1,
1592,a3e5da,44,0.1,
1593,60b8d4,7977,0.1,
1594,408989,9,0.1,
1595,6fccfd,5,0.1,
1596,9cda51,1874,0.1,
1597,7acdd7,50,0.1,
1598,b931a5,4,0.1,
1599,959598,8,0.1,
1600,2620fc,10,0.1,
1601,ad0bed,5,0.1,
1602,f6ea83,986,0.1,
1603,ac6086,7791,0.1,
1604,bdaeaf,10,0.1,
1605,8b3071,15,0.1,
1606,68449d,3,0.1,
1607,e23634,8344,0.1,
1608,51727d,3,0.1,
1609,559f64,17,0.1,
1610,727a50,7545,0.1,
1611,b5bdf7,7099,0.1,
1612,3c7d24,6830,0.1,
1613,682db0,7716,0.1,
1614,5fd1c1,31,0.1,
1615,52771d,188,0.1,
1616,265a0d,9114,0.1,
1617,9e9a99,8082,0.1,
1618,2a5229,8737,0.1,
1619,150131,368,0.1,
1620,563870,60,0.1,
1621,c4cdc6,9,0.1,
1622,3cb74f,86,0.1,
1623,f090f2,8,0.1,
1624,4eccea,7,0.1,
1625,2d9fb4,7,0.1,
1626,23f3b5,8,0.1,
1627,4f66ee,7,0.1,
1628,25cb5a,11,0.1,
1629,97f50c,7,0.1,
1630,8afdfa,14,0.1,
1631,754f32,4,0.1,
1632,07065b,19,0.1,
1633,07298c,15,0.1,
1634,757798,33,0.1,
1635,ba09df,8329,0.1,
1636,5ec6cf,60,0.1,
1637,97faa6,7036,0.1,
1638,7cd602,4,0.1,
1639,a873e3,8198,0.1,
1640,752655,7728,0.1,
1641,82a1b3,7835,0.1,
1642,73c189,12,0.1,
1643,58481e,24,0.1,
1644,3b706a,7129,0.1,
1645,8c9d40,8468,0.1,
1646,47e898,6578,0.1,
1647,426358,6429,0.1,
1648,93513e,6859,0.1,
1649,d376be,4,0.1,
1650,ab9e48,32,0.1,
1651,359f2d,38,0.1,
1652,ae2ce6,10,0.1,
1653,527d2a,98,0.1,
1654,3b1563,15,0.1,
1655,85fd6d,32,0.1,
1656,dbb67d,4,0.1,
1657,a39e92,7906,0.1,
1658,8de700,34,0.1,
1659,a28a24,9196,0.1,
1660,761b61,6920,0.1,
1661,f79c95,7912,0.1,
1662,211fcc,2009,0.1,
1663,50f34f,4,0.1,
1664,e526b0,7928,0.1,
1665,0d2c5c,9,0.1,
1666,ef6d2f,381,0.1,
1667,6efafc,7257,0.1,
1668,3a6198,46,0.1,
1669,632424,5576,0.1,
1670,afac0e,933,0.1,
1671,e15aa6,35,0.1,
1672,fec015,391,0.1,
1673,3da96a,12,0.1,
1674,9a8c3a,50,0.1,
1675,b403cc,18733,0.1,
1676,bf7cc5,6877,0.1,
1677,7d017b,10,0.1,
1678,26b427,7592,0.1,
1679,36349b,6983,0.1,
1680,543ea8,6405,0.1,
1681,dadfb4,8528,0.1,
1682,af4059,99,0.1,
1683,4ef7e1,102,0.1,
1684,31cfe9,4,0.1,
1685,b25080,6628,0.1,
1686,0731cd,95,0.1,
1687,8dc062,5,0.1,
1688,f5c4eb,8074,0.1,
1689,6f02f3,7328,0.1,
1690,2a5c99,18,0.1,
1691,599399,411,0.1,
1692,294ed1,6414,0.1,
1693,d09207,7515,0.1,
1694,5a975f,7525,0.1,
1695,dc7949,6105,0.1,
1696,24aaa1,6757,0.1,
1697,1da41b,16,0.1,
1698,15bb95,93584,0.1,
1699,9f8fa2,9,0.1,
1700,4e3518,3387,0.1,
1701,af8825,136,0.1,
1702,041af3,97,0.1,
1703,9dca2d,132699,0.1,
1704,9c4a98,132686,0.1,
1705,ecd0e3,33,0.1,
1706,65757f,13,0.1,
1707,32b802,11,0.1,
1708,3d58ab,10,0.1,
1709,ce74b4,50,0.1,
1710,e2d747,10,0.1,
1711,14318b,15,0.1,
1712,45db98,16,0.1,
1713,e01ffc,43,0.1,
1714,7bf202,33,0.1,
1715,4a5b81,458733,0.3,
1716,15bb95,93584,0.1,
1717,9dca2d,132699,0.1,
1718,9c4a98,132686,0.1,
1719,b9b38c,31,0.1,
1720,4d68bc,75,0.1,
1721,433072,23,0.1,
1722,1b389e,68,0.1,
1723,4a5b81,458733,0.3,
1724,071227,9996,0.1,
1725,d4db2f,7329,0.1,
1726,e2149b,4,0.1,
1727,1d8fa7,7489,0.1,
1728,f18b96,7213,0.1,
1729,241bea,86,0.1,
1730,672c00,7,0.1,
1731,d6dafe,8,0.1,
1732,abd17b,8,0.1,
1733,2e7437,789179,0.5,
1734,c867fe,20,0.1,
1735,25ebcf,6503,0.1,
1736,86022e,5837,0.1,
1737,ba52b8,5720,0.1,
1738,c447fe,6607,0.1,
1739,d59d58,17,0.1,
1740,584194,6757,0.1,
1741,cd51a9,107,0.1,
1742,126a05,116,0.1,
1743,ecadfe,7039,0.1,
1744,7710c1,94,0.1,
1745,a1b45c,6793,0.1,
1746,3aef02,6823,0.1,
1747,1fa13f,7075,0.1,
1748,057dfd,2,0.1,
1749,a4fd42,5,0.1,
1750,24f15b,5,0.1,
1751,1401b0,131,0.1,
1752,a8e581,63,0.1,
1753,b86fe6,109,0.1,
1754,9e8e91,59,0.1,
1755,090c0c,15,0.1,
1756,f801de,1450,0.1,
1757,c794d2,78,0.1,
1758,d388c1,61,0.1,
1759,ac4c1a,107,0.1,
1760,444bdb,2202,0.1,
1761,2de981,20,0.1,
1762,f10060,12,0.1,
1763,379eed,23,0.1,
1764,ad0ea0,69,0.1,
1765,0c73c1,6626,0.1,
1766,5dae61,17,0.1,
1767,375227,80205,0.1,
1768,29f9d0,1632,0.1,
1769,aea185,65,0.1,
1770,5f954e,101,0.1,
1771,8a4f8f,20,0.1,
1772,dc795f,12,0.1,
1773,e4674d,29,0.1,
1774,054555,53,0.1,
1775,54510d,95,0.1,
1776,519aef,23,0.1,
1777,46e056,59,0.1,
1778,344b2b,3,0.1,
1779,647c27,278,0.1,
1780,9f3516,4,0.1,
1781,55a178,6,0.1,
1782,0429c4,5,0.1,
1783,938ff0,5,0.1,
1784,e6ebc8,4,0.1,
1785,d61778,5,0.1,
1786,5c8a56,6,0.1,
1787,6e908a,6,0.1,
